StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Prolific ID,STATUS,Public Sector,Public Sector_DO,Budgeting,Budgeting_DO,Safety Buffer,Safety Buffer_DO,Scenario1_Answer_1,Scenario1_Explainer,Scenario1_ComprCheck,AI_Updates_1,AI_Resubmission13_1,AI_Resubmission14,NoAI_Updates_1,NoAI_Resubmission13_1,NoAI_Resubmission14,Manip_Check,WorkExp_1,Your Background,Feedback,PROLIFIC_PID,FL_23_DO,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Scenario1_FinalAnswer
08/03/2024 15:41,08/03/2024 16:00,IP Address,92.236.161.245,100,1111,TRUE,08/03/2024 16:00,R_1Gw82NtGhTDnIcV,,,,,55.9552,-3.2,anonymous,EN,"Yes, I consent to participate",5de016f1a63c7b0947c54c6b,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,191126,I calculated roughly the mean of the budget expenses for the previous years and assigned that value thinking that the actual expenses are going to be either the same or lower compared to previous years.,132033,I want to update my budgeted expenses,183887,According to the AI prediction I lowered my prediction for the expenses but didn't use exactly the AI's prediction just to be sure that I am not underestimating the actual needs of the city for this project.,,,,Yes,4,I am a biology researcher and my job requires some budgeting for the experiments of different projects.  ,,5de016f1a63c7b0947c54c6b,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183887
08/03/2024 15:54,08/03/2024 16:00,IP Address,86.26.41.152,100,353,TRUE,08/03/2024 16:00,R_4aR13L6UwVxQaCk,,,,,52.5127,-1.4509,anonymous,EN,"Yes, I consent to participate",5f02e4ccf8b6db18a3a60ccd,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,155201,"In the last year, costs continued the downward trend. They dropped by 10% so I have continued on this forecast , expecting the actual expenses to be around 120k with 35k buffer which is in line with previous years.",132033,,,,I will stick to my budgeted expenses,,,No,30,Senior IT Manager who often manages budgets as well as staff.,,5f02e4ccf8b6db18a3a60ccd,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155201
08/03/2024 15:48,08/03/2024 16:00,IP Address,90.255.103.141,100,716,TRUE,08/03/2024 16:00,R_1UeAwJqLycTGdfb,,,,,53.3006,-2.6604,anonymous,EN,"Yes, I consent to participate",65254b3af924a4b9fdd5487e,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,200241,"Looking at the patterns of expenses based on previous years, I would estimate that the expenses will come in under 200,000. However, to ensure that there is a safety buffer, I want to make sure that there is enough wiggle room in the budget. Based on the pattern shown on the bar graph and in the table, the expenses have come in lower for the past 2 years, suggesting that as a city we would not need to spend as much. However, I went for 200000 because this should ensure that should the expenses come in higher than expected (I would expect based on the data that the expenses would come in lower than 150000), there is enough of a safety buffer to cover this. ",132033,,,,I want to update my budgeted expenses,197560,I changed my budget once i was reminded that funds for sectors like education may be negatively affected by the budget safety buffer. ,No,17,Teaching and education for students aged 11 - 16. ,,65254b3af924a4b9fdd5487e,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197560
08/03/2024 15:57,08/03/2024 16:00,IP Address,94.0.68.227,100,218,TRUE,08/03/2024 16:00,R_8WNjC87wZDzEVyh,,,,,56.1088,-3.3472,anonymous,EN,"Yes, I consent to participate",5fa1db108aaea037919570d4,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,173700,"Costs have been declining year on year for the last few years, so maintaining budget level means we are likely to have a larger underspend if trends continue as is. If they don't, then we will still have a safety buffer in case costs rise.",132033,,,,I will stick to my budgeted expenses,,,No,20,Programme manager in a public sector organisation.,,5fa1db108aaea037919570d4,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173700
08/03/2024 15:49,08/03/2024 16:01,IP Address,37.228.209.73,100,673,TRUE,08/03/2024 16:01,R_4BrBY8saKg2EudB,,,,,53.3339,-6.2271,anonymous,EN,"Yes, I consent to participate",6107acc592df914a921e2b41,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,193271,"the average budget for the last 9 years comes out to 193K with the average actual spend being 165k average buffer is 16%. Because I have no real visibility of intended spend or line items, I have to go with the average. there are clearly years where the planners do have visibility and this is why the forecast is higher on some years - without that, I need to plan safely.",132033,,,,I will stick to my budgeted expenses,,,No,26,"Head of 3 departments in Global consumer electronics company (product management, Go To Market & Technical Project Management)",,6107acc592df914a921e2b41,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193271
08/03/2024 15:44,08/03/2024 16:01,IP Address,51.148.143.40,100,1016,TRUE,08/03/2024 16:01,R_3CxqpEu8GJAEgei,,,,,52.3641,-2.0722,anonymous,EN,"Yes, I consent to participate",654651ca7a889724c907f144,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,165657,The buffer has grown in recent years so if expences remain similar a smaller buffer allows a greater budget for other projects.,132033,I will stick to my budgeted expenses,,,,,,Yes,33,Software Development Technical Leader,,654651ca7a889724c907f144,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165657
08/03/2024 15:56,08/03/2024 16:01,IP Address,82.15.53.73,100,290,TRUE,08/03/2024 16:01,R_8pSYGNF9o9cxRyA,,,,,51.5577,-1.7767,anonymous,EN,"Yes, I consent to participate",6107b5b78f1c05983711a3b7,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,209893,Last year was lower than the previous six years and with costs always rising it seems unlikely to keep falling,132033,,,,I will stick to my budgeted expenses,,,No,26,I work as a validation engineer and have no budgeting responsibilty/experience,,6107b5b78f1c05983711a3b7,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209893
08/03/2024 15:51,08/03/2024 16:02,IP Address,86.41.31.243,100,606,TRUE,08/03/2024 16:02,R_4aFXvRdkXzdkLGu,,,,,53.3598,-6.4905,anonymous,EN,"Yes, I consent to participate",64fa090ac2bdbbeee264feed,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,162440,"Looking at the two previous years, the actual were 40k lower than expected and the budget for the two previous years had a difference of roughly 20k so I budgeted for 10k less than the previous year",132033,,,,I will stick to my budgeted expenses,,,No,35,Accounts manager in a medium sized construction company,,64fa090ac2bdbbeee264feed,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162440
08/03/2024 15:56,08/03/2024 16:02,IP Address,2.220.240.131,100,377,TRUE,08/03/2024 16:02,R_4aHUWKQsen1HKmt,,,,,51.504,-0.3609,anonymous,EN,"Yes, I consent to participate",63bda084d8fb45c4034770b5,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,153056,"The budgeted expenses started to fall from Y7, nearly by 20,000 each year so following the trend, it is expected the expenses will also fall by around 20,000 from Y9 to Y10",132033,I will stick to my budgeted expenses,,,,,,Yes,9,Data scientist ,,63bda084d8fb45c4034770b5,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153056
08/03/2024 15:51,08/03/2024 16:04,IP Address,51.146.140.145,100,753,TRUE,08/03/2024 16:04,R_2hinjzMjWw44Mps,,,,,51.4566,-0.968,anonymous,EN,"Yes, I consent to participate",5ed6af4410492f107f27fddb,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,180134,It would be in line with the last year's expenses ,132033,I want to update my budgeted expenses,172359,I have lowered the expenses prediction to build better safety buffer ,,,,Yes,14,"I work in pharmaceutical manufacturing industry, private sector",,5ed6af4410492f107f27fddb,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172359
08/03/2024 15:56,08/03/2024 16:05,IP Address,90.242.243.229,100,534,TRUE,08/03/2024 16:05,R_3BPJN0wEjgDufrB,,,,,55.7991,-4.1357,anonymous,EN,"Yes, I consent to participate",59ee565b6100f9000194abbf,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,140724,There's been a steady reduction on expenses ,132033,,,,I will stick to my budgeted expenses,,,No,32,dentist,,59ee565b6100f9000194abbf,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140724
08/03/2024 15:58,08/03/2024 16:06,IP Address,151.226.23.179,100,485,TRUE,08/03/2024 16:06,R_1ItUhvM8JtbFB5f,,,,,53.4236,-2.3113,anonymous,EN,"Yes, I consent to participate",6560d43fc84f57af66b900f8,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,190054,"The average actual expenses was approx 165k over the 9 year period. Only in 2 years has it gone slightly above 190k. Setting my budget at 190k should allow a decent buffer, if it is too short it should be only marginally short.",132033,,,,I will stick to my budgeted expenses,,,No,25,Property and financial services,,6560d43fc84f57af66b900f8,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190054
08/03/2024 15:58,08/03/2024 16:06,IP Address,110.149.189.157,100,493,TRUE,08/03/2024 16:06,R_4RqP6vJP3qHxvm9,,,,,-33.8715,151.2006,anonymous,EN,"Yes, I consent to participate",5bb6faf4f6d0bd00019e12f4,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,171019,"After the peak of Y7, it looks like the expenses for DO are trending downwards. That said, we cannot count on expenses continuing to trend downward, so we are anticipating they will be about the same with a view to saving as much as we can during the year. ",132033,I will stick to my budgeted expenses,,,,,,Yes,20,I have had an extremely varied career which has covered a lot of different types of work. ,,5bb6faf4f6d0bd00019e12f4,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171019
08/03/2024 16:01,08/03/2024 16:07,IP Address,90.210.233.5,100,343,TRUE,08/03/2024 16:07,R_5dyTvig9ulkRvJr,,,,,53.1149,-2.1808,anonymous,EN,"Yes, I consent to participate",5eeb621a7c83c62d2473afb1,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,174504,"In the current climate, the expenses are likely to increase",132033,,,,I will stick to my budgeted expenses,,,No,31,education and health services,,5eeb621a7c83c62d2473afb1,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174504
08/03/2024 15:51,08/03/2024 16:07,IP Address,81.149.146.74,100,960,TRUE,08/03/2024 16:07,R_1xXBr39JoOi4kCc,,,,,51.4828,-0.1371,anonymous,EN,"Yes, I consent to participate",5f0049efc573a300096568f7,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,190858,"Although the trend in expenses has been down wards in the last few years, the average over the entire period has been higher  and therefor I would assume actual costs are possibly nearer to £160000. I also wanted to build a buffer of £30K as security",132033,I will stick to my budgeted expenses,,,,,,Yes,45,Director and owner of a recruitment company,"it took several attempts for the answer to ""what were the actual expenses on Y9"" to be accepted even though I put the correct answer in each time  ",5f0049efc573a300096568f7,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190858
08/03/2024 16:04,08/03/2024 16:07,IP Address,86.168.47.42,100,203,TRUE,08/03/2024 16:07,R_2KeH3T8zv05bafN,,,,,53.3681,-1.3762,anonymous,EN,"Yes, I consent to participate",5ff437d9d42dc5a68df6c286,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,172359,"Whilst the amoutn required has been dropping, I am hesitant to budget less than has ever been budgeted before",132033,,,,I will stick to my budgeted expenses,,,No,26,Business analyst / software developer,,5ff437d9d42dc5a68df6c286,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172359
08/03/2024 15:58,08/03/2024 16:07,IP Address,90.242.156.169,100,576,TRUE,08/03/2024 16:07,R_8y93sF0n0VuaEMA,,,,,51.7377,-1.2054,anonymous,EN,"Yes, I consent to participate",65d0c8db07667d22ea8dd5a5,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,198097,"There has been an upwards trend in expenses over the previous years until the past two years where there was a drop. I would want to over-budget for expenses to make sure we have a buffer and don't go over budget so that the council is not at risk of cutting services and so that our public perception is not hindered, affecting possible re-election. I have chosen a figure around the 200k mark because I'm also concerned about inflation and cost of living expenses which may also affect Carlton. Previously expenses had reached a figure of over £200k but I think it unlikely that the expenses will rise that sharply looking at previous year on year trend. ",132033,,,,I will stick to my budgeted expenses,,,No,10,I am a senior social worker and previously worked as a translator.,,65d0c8db07667d22ea8dd5a5,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198097
08/03/2024 16:02,08/03/2024 16:08,IP Address,83.216.157.173,100,341,TRUE,08/03/2024 16:08,R_6XjpwZVHbtP1lzp,,,,,53.6257,-1.2978,anonymous,EN,"Yes, I consent to participate",62682277645054f5802459b8,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,150107,In the last 3 years actual expenses have fallen each year. Likely to fall again this year. Likely to be a safety buffer of 20000+,132033,I will stick to my budgeted expenses,,,,,,Yes,35,Management Accountant in small/medium sized businesses. ,,62682277645054f5802459b8,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150107
08/03/2024 16:01,08/03/2024 16:08,IP Address,86.155.39.6,100,416,TRUE,08/03/2024 16:08,R_63pbEZGTuNclUeF,,,,,52.0805,-0.1014,anonymous,EN,"Yes, I consent to participate",60d32c69d6447ad868ec4c62,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,170483,"I looked at the previous two years budgeted and actual expenses and based my investment on those. Based on the two previous years, the actual expenses did not go over £150,000 and so I believe a budget of around £170,000 for Y10 provides enough safety that the budget will not be exceeded.",132033,,,,I will stick to my budgeted expenses,,,No,8,Customer service analysis,,60d32c69d6447ad868ec4c62,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170483
08/03/2024 15:49,08/03/2024 16:08,IP Address,109.255.11.3,100,1110,TRUE,08/03/2024 16:08,R_2LuUaj9u2LWYMmd,,,,,53.162,-7.1864,anonymous,EN,"Yes, I consent to participate",6063975d511dda8e117087a0,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,199705,"The actual expenses of 132k in y9 was the lowest in the whole 9 years so I don't think that it is a very good figure to be working off. I looked at the highest actual expenses of y5 being 186k, y6 193k and y7 being 194k and I decided that those figures are a safer actual expense to go with, and to use 5k as a safety buffer - so 194k plus 5k buffer should give plenty of safety for the year and obviously if I still have the expenses of 132k as actual expenses by end of year, then I would have had a safety buffer of 68k which is much higher than the highest of 47k previously - but with the cost of living having increased world wide, how there is uncertainty in certain areas around economies, that having the larger buffer will keep the city in a safe place and if there is that huge buffer left, and the expenses come in much lower, then we can re route the money at a later stage into a city improvement project.",132033,I will stick to my budgeted expenses,,,,,,Yes,20,"Part time, small business, accounts and marketing",,6063975d511dda8e117087a0,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199705
08/03/2024 15:58,08/03/2024 16:08,IP Address,94.0.253.132,100,586,TRUE,08/03/2024 16:08,R_2ensAEvS1bIEN4E,,,,,51.5708,-3.5312,anonymous,EN,"Yes, I consent to participate",6166286d02c13de75d443af5,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,170483,My budget decision is based off the pattern on the increase and decrease of the previous  years budgets. I then took a look at the  buffer amounts and chose a middle ground number that should leave room for  about a 35000 buffer.,132033,,,,I will stick to my budgeted expenses,,,No,2,Health and Social Care,,6166286d02c13de75d443af5,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170483
08/03/2024 16:01,08/03/2024 16:08,IP Address,82.0.200.77,100,416,TRUE,08/03/2024 16:08,R_3DCGaA0pLlLLKR9,,,,,52.7681,-1.2026,anonymous,EN,"Yes, I consent to participate",5ff7981d63af76496f52ecf3,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,175308,"I have set the budget at approximately 175,000 in cases of expenditure increasing despite the last two years being significantly lower than 175,000. Although years 5, 6 and 7 exceeded the budget value it is unlikely considering the current downwards trajectory in expenses that it will reach these levels again. ",132033,,,,I will stick to my budgeted expenses,,,No,4,Veterinary medicine student (year 4 out of 5)and human dentistry (administrator and front of house role).,,5ff7981d63af76496f52ecf3,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175308
08/03/2024 16:01,08/03/2024 16:08,IP Address,137.83.235.49,100,459,TRUE,08/03/2024 16:08,R_5HoycklIcmlyrJn,,,,,51.5088,-0.093,anonymous,EN,"Yes, I consent to participate",5bb6612a4b2c3a0001675bf6,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,165389,"When the budget increased, it did not increase by a substantial percentage - furthermore, the budgeted amount would be sufficient for actual expenses in the majority of the years.

The Buffer for the last two years has also been considerable, so it may suggest that even if there were any increased expenses, the budget stated would still be sufficient.",132033,,,,I will stick to my budgeted expenses,,,No,15,Project and Data worker,,5bb6612a4b2c3a0001675bf6,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165389
08/03/2024 16:01,08/03/2024 16:08,IP Address,86.162.125.59,100,439,TRUE,08/03/2024 16:08,R_1ZVrResr4ncFWUD,,,,,50.4381,-4.083,anonymous,EN,"Yes, I consent to participate",57c975a8648ff40001666439,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,160027,"For the last two years, the actual expenses were much lower than they had been previously. And the safety buffer also was. Those were the only two years where the safety buffer was above £40,000. In previous years, it ranged from £14,000 to £32,000. I don't think such a high buffer is necessary. In the previous year, the budget was £173,000. I have taken this down to £160,000. I think this should still give a decent buffer of between £20,000 and 30,000 which would put it in line with the usual trend. ",132033,I will stick to my budgeted expenses,,,,,,Yes,15,I have previously worked as a teacher but I am currently a freelance writer and editor. ,,57c975a8648ff40001666439,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160027
08/03/2024 16:02,08/03/2024 16:09,IP Address,188.30.79.240,100,394,TRUE,08/03/2024 16:09,R_5U4M1qzhuzzWnZp,,,,,50.9469,-1.4112,anonymous,EN,"Yes, I consent to participate",6571d02d8fd9b1f321fe9834,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,160027,"In 5 of the 9 years the actual expenses were lower than £160k, therefore I feel it is safe to assume it would be this year as well, and this leaves room in my budget for other types of expenses. Over a 50% chance feels reasonably safe, ",132033,,,,I will stick to my budgeted expenses,,,No,11,"I am a graphic designer, but I went to university for textile design and started in fashion. ",,6571d02d8fd9b1f321fe9834,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160027
08/03/2024 16:05,08/03/2024 16:09,IP Address,5.67.177.72,100,226,TRUE,08/03/2024 16:09,R_5PdtZ49WmFQJ9LX,,,,,50.3989,-4.1727,anonymous,EN,"Yes, I consent to participate",575d94abef120200067e5e5a,AWAITING REVIEW,Plan their financial capital need,Plan their financial capital need|Reduce internal communications|Forecast citizen wellbeing,Budgeting helps to improve resource planning,Budgeting completely ignores the performance of the past|Budgeting helps to improve resource planning|Budgeting helps to market an organization to its customers,Budgeting expenses higher than expected,Budgeting expenses higher than expected|Budgeting expenses lower than expected|Refraining from any budgeting activities,160831,"The spend has been coming down each year, so following that trend I need less than the last two years and this allows for a buffer",132033,I will stick to my budgeted expenses,,,,,,Yes,30,"Running a community interest company, and working in the public sector ",,575d94abef120200067e5e5a,FL_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160831
08/03/2024 16:05,08/03/2024 16:09,IP Address,99.251.73.80,100,210,TRUE,08/03/2024 16:09,R_2AL8Lenw65EGlxv,,,,,43.4325,-80.4995,anonymous,EN,"Yes, I consent to participate",610306546b1956445387be5f,AWAITING REVIEW,Plan their financial capital need,Forecast citizen wellbeing|Reduce internal communications|Plan their financial capital need,Budgeting helps to improve resource planning,Budgeting helps to market an organization to its customers|Budgeting helps to improve resource planning|Budgeting completely ignores the performance of the past,Budgeting expenses higher than expected,Refraining from any budgeting activities|Budgeting expenses lower than expected|Budgeting expenses higher than expected,150107,This continues on the trend of lowering the budget while remaining higher than the expenses from last year.,132033,,,,I will stick to my budgeted expenses,,,No,8,Client Success Avisor,,610306546b1956445387be5f,FL_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150107
