Year,Canton,Einwohner in 1000,pro km²,Veränderung in %,Ausländer in %,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Landwirtschaftsflächen in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor.1,im 2. Sektor.1,im 3. Sektor.1,Neu gebaute Wohnungen pro 1000 Einwohner,Leerwohnungsziffer,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),FDP,CVP,SP,SVP,BDP,EVP/CSP,GLP,PdA/Sol.,GPS,Kleine Rechtsparteien,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Wohneigentumsquote,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Veränderung in %.1,Veränderung in %.2,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Durchschnittliche Wohnfläche pro Bewohner in m²,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Hochschulabschlussquote,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
2015,AR,53.691,221.0779873178,1.2712903408,14.985751802,20.6496433294,61.0195377251,18.3308189454,53.2472853923,92.19590958019376,0.9921088984571224,2.697793326157158,0.0,2.0640463984571227,31.375583064226767,40.276282741298886,16.155364190886257,9.1833374496,54.7995389808,34.4899975303,1.5271260394,83.0365405648,1.808473744,49328.814276181,2.7169761835,25.541,1.728,7.455,16.358,5030.0,758.0,850.0,3422.0,4.079493993,1.81279792,555.7094202627,16.77480721540918,51.6560790841458,1.99109,160.1758209011,9.346742634,94.8201654254,23.34515992374497,51.89578479135776,23.705253124338064,51.5102790858,10.5662110945,0.0,30.5041920294,0.0,0.0,0.0,0.0,6.397151717,0.0,22.537,2.3367351466,45.6,4.2192123515,2.1656134193,9.2972024382,9.5959077374,21.912568306,-2.8390016056,18.3814649623,15.8837730871,49.24,60.911,123.831,5.27,27.4,39.0920318874,3.6678019387,0.8608106591
2015,AI,15.778,91.4560630652,0.5736868944,10.4829509444,22.8862973761,59.2850804918,17.8286221321,0.0,95.1240244185148,0.6060151456610772,0.9352935630940422,0.0,2.4477586739819177,78.33243180588826,8.368750482961131,7.201916389768951,4.7246376812,53.7101449275,31.9652173913,9.6,81.9662650602,1.1317289444,50739.305738103,2.4839307437,8.382,1.088,2.669,4.625,1846.0,522.0,302.0,1022.0,4.8991537825,1.1153427639,560.4122924222,8.225873127340824,61.29447565543071,1.10708,107.7449613386,2.8678483555,53.4453139912,22.21285366310661,56.90462806820311,19.467865842233465,0.0,76.0960078374,20.3281900563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.093,2.5381585426,52.8,4.508652167,1.5240514367,11.4303857755,8.7632957612,39.5547945205,-2.7296587927,5.091312341,14.3701609658,45.1,91.19,160.101,5.8,22.0,23.5413883057,2.7358910734,0.3817522428
2015,SG,491.699,252.0563885685,2.6710822769,22.9052733481,21.1153571596,61.9273173222,16.9573255183,65.6324295962,89.34760347667786,1.2241091878682344,3.588972381484761,0.347519379461481,2.4645431295047664,47.387050018056165,22.182866923575418,15.116721989443326,9.5791058777,46.6148263349,30.5685156385,13.2375521489,80.8256863964,2.2934700718,65649.074944672,3.1300949237,285.21,11.696,87.948,185.566,37012.0,4428.0,6688.0,25896.0,6.4283661151,1.6265787079,543.7933724798,20.193242305021982,53.45907583121191,2.21492,185.0725748883,4.5446568142,125.2289245678,22.755384380898786,50.73775104639302,24.486476029685907,12.2636746516,20.3269643236,16.6806995232,31.530923014,3.7888729478,1.8261640299,5.9714956159,0.0,6.3876690113,1.2235368826,208.191,2.3209840963,41.0,5.1861592077,1.9146694947,10.4458809574,7.6178099001,24.196645756,-4.3258853929,10.6700476247,16.7743955014,46.15,448.262,1023.554,6.61,21.7,44.8938529134,8.1139900628,2.8435921652
2015,GR,194.959,27.437991173,1.2137825055,17.7057740345,18.6008340215,62.2038479886,19.1953179899,50.2223544438,74.63063479700126,1.2644825236101644,12.043009444065817,15.192654074578911,2.491237464706455,43.84127640930776,34.73189076039334,13.997541622042643,1.9511199623,28.7612506421,27.6403735319,41.6472558637,81.7247811074,1.6683077616,59914.221352959,1.2057889758,125.799,7.089,26.706,92.004,20340.0,2620.0,2957.0,14763.0,9.2357673267,1.1943043717,546.6481023102,18.026875189796534,44.772054357728514,1.19895,174.3956421607,6.678788598,130.9715346535,22.850488725784256,52.015244010021526,23.796887681287277,11.903467855,16.7007622154,15.5911433308,24.472409368,20.4329768809,0.0,8.235186311,0.0,2.1572941684,0.5067598706,84.061,2.1924083919,43.3,4.4229696127,1.6817570504,9.0722306939,8.8510822132,22.8118355776,-6.0242903064,58.9902818309,22.1517689822,45.17,1765.956,5160.975,5.82,27.2,42.1978135314,8.4570957096,1.1396452145
2015,AG,636.362,456.1473177165,4.0715264626,23.3269742694,20.5414528209,63.0548335696,16.4037136095,66.043069825,88.4701109079504,2.01567621055923,5.178373616987201,0.2047707387571522,3.527052044942792,34.942200885051925,27.524886127259105,22.55509648438766,16.993282471,44.0621460475,36.3936201284,2.5509513531,81.3862746381,2.9041259634,65174.189569158,1.9492950258,322.176,10.571,96.56,215.045,43490.0,3643.0,7352.0,32495.0,7.2974782415,1.6721764944,581.4566263908,22.182142101178297,55.46755568098968,2.03239,162.0147023235,4.6213912099,119.7612140147,19.62577455577356,51.36665447330208,27.486947557447376,11.4806967332,10.5927393344,18.0368900702,34.7529923639,6.1445981691,3.2210780969,5.666632015,0.0,7.301882956,1.5513792793,270.762,2.3148456802,49.2,4.942620966,1.9340002627,10.1653712663,7.2121433692,23.4730848861,-6.9038695986,7.4948601015,17.4841456055,48.97,316.801,698.621,5.48,21.2,54.6593553735,7.6386010776,3.9866738929
2015,TG,260.278,301.6212207247,4.7632464459,23.3765435419,20.9829490007,62.8889110874,16.1281399119,50.1041194415,90.61806285781049,1.2314522724617365,3.8756864119640144,0.1854996378081551,2.387194765743662,33.22490945203879,35.70276901507185,16.91459282626475,12.2861727573,51.9714997931,21.4155237317,14.3268037179,81.2678423887,2.4826661588,56288.285023805,3.7300094824,129.708,8.756,40.16,80.792,19928.0,2885.0,3614.0,13429.0,7.8528411907,1.5258225519,606.5539219321,15.723508761895229,57.29514467315378,1.63965,158.6764920585,5.5677347652,103.1797762018,20.789190085385066,52.61101439663986,25.029705159026225,11.2502761292,14.3746493493,12.083504813,38.6709149764,4.9578116421,2.9304467019,5.2141512375,0.0,7.0365897515,3.4816553992,109.961,2.3350551559,46.1,4.8906950944,1.7851230709,9.638115669,7.6129109704,26.5357031494,-4.8343281651,10.572850937,17.9133644524,49.89,199.801,421.006,6.37,23.0,46.1412964994,9.160347055,2.638429744
2015,TI,346.539,126.4062710881,3.8309768002,27.2309898742,18.6599488081,60.0754893389,21.2645618531,88.4154453034,10.774846914743287,5.088179878640104,87.65897315120112,0.1764756171898811,3.079715164445429,69.25410767227287,4.402759690781635,16.755215981823724,5.6466580858,12.9445396557,50.6915653912,30.7172368674,71.9826196714,4.2356947361,66611.037873158,1.3861647373,212.679,3.397,51.394,157.888,33311.0,1263.0,5009.0,27039.0,5.4938943721,0.8263834204,629.6055635559,14.75501409799436,60.85213065914774,2.41005,208.9230937932,5.4824351431,165.4929577465,26.256873217689968,45.343148839627545,25.89883568873974,24.8468089453,19.9629617338,16.6004481016,9.7079953192,0.0,0.0,0.0,1.2228359795,6.7404430138,17.5322503381,156.25,2.1785216,38.8,4.6033731915,2.0372251308,8.2593349811,8.8841615191,21.6282453856,-16.134531214,14.553840861,12.6621604938,46.76,1114.519,2405.434,7.02,27.5,65.373537986,9.10282978,3.945535223
2015,VD,749.373,265.4837441146,5.0599973923,32.8114303558,22.3230620799,61.5559941444,16.1209437757,74.2692891257,6.808630478914132,83.84073410366834,5.27829790943395,0.0528109740049653,7.386633184530046,31.39453210781561,26.641767400848565,26.901432769467775,9.3220840273,42.4078080976,32.1436465808,16.1264612942,78.0039146224,4.8782482669,67159.33139052,2.5984524365,414.575,13.57,72.469,328.536,56190.0,4087.0,7993.0,44110.0,5.5844849092,0.6810045209,533.4469930116,25.70388151433372,50.71774105039805,5.02658,238.5994691562,4.8260942007,135.5418897646,25.724582917019184,38.57794284211208,33.83834120813221,16.2795049167,4.6270595724,25.1451819744,22.9496566273,0.8311850694,1.0642774691,5.1012939451,3.9211012332,11.5674440308,1.7139351648,323.577,2.2612515723,31.2,4.433424163,2.3198306429,11.1529800927,7.2924368264,24.7780972622,-5.1017493504,4.8096006735,28.4115621973,42.57,1219.956,2602.503,6.28,25.3,106.9467669632,21.5004711611,7.9702487622
2015,VS,327.011,62.7222055992,4.5819421525,22.2432884521,20.4103225885,61.4737730535,18.115904358,57.4628988016,26.547296413285235,67.39584696185261,3.8472609012578736,0.0944879950656972,2.5815374838794085,74.87094181634674,6.251985869951218,11.08236921294133,3.5339808055,18.9879450733,23.976441404,53.5016327171,78.1908820531,4.1853715328,53866.881436761,-0.6704309517,167.043,9.642,38.619,118.782,27949.0,3676.0,4217.0,20056.0,8.3205898077,1.8765480353,625.9246826551,12.734965622375013,58.483028964315714,1.68494,155.3464562354,4.3811755858,137.1576343043,31.0941680159558,44.408705860788274,22.854848494106044,18.813469329,39.8801754923,14.6339710693,19.6766047816,0.6313210611,0.7205785506,0.0,0.0,4.993188436,0.0,134.153,2.337352391,57.2,4.6428246625,1.9483832581,9.6864243622,8.1049044074,34.6288464343,-10.5499499554,19.4023722562,10.8471518862,43.16,1483.301,3887.712,6.31,25.8,53.1498265637,11.7520172069,1.544763965
2015,NE,176.402,246.0519158077,2.5086439841,24.9282887949,21.7021348964,60.0208614415,18.2770036621,73.4379428805,5.985760806655184,88.34784912870361,6.206809988354823,0.0899194321058246,3.271806815566883,24.408153019029758,23.719204780798705,39.3007314845161,8.3443329266,41.6531765995,38.4417104575,11.5607800164,78.6571735342,5.2798611018,71125.600564705,8.1867270621,102.82,2.381,35.558,64.881,13264.0,922.0,2515.0,9827.0,3.0706829978,1.0432876712,543.6140105641,22.240562652504664,53.37782881201856,7.25162,199.5442228546,4.0428043541,116.7833449821,27.63336772967749,41.65806758062667,28.72913697934581,26.8237597603,3.4898875565,24.7247991652,21.3940056667,1.4841102688,0.0,0.0,10.4283354299,11.6551021525,0.0,79.436,2.1844377864,30.4,4.2398477302,2.8778536341,9.7790036358,9.0039777066,18.4131471992,-2.4582276266,6.63709723,37.5349008264,43.55,139.443,239.265,5.93,29.4,91.6965523563,12.3629363979,2.744136485
2015,GE,469.433,1909.7392294862,2.5601083644,40.4313288584,21.2588377894,62.2600030249,16.4811591857,99.1971165214,5.0131746706332345,80.77404731548378,7.125938518203712,0.0311599348349624,10.681399631675877,36.455305284034566,10.730981725456864,35.968550786230345,33.334513525,39.5198980314,12.4132559128,14.7323325308,75.2380985925,5.4658179112,104914.15074804,0.2734422436,329.25,1.752,45.94,281.558,37083.0,413.0,4265.0,32405.0,3.698977113,0.385675916,473.4928233798,36.69062906413525,34.504828320686514,5.41286,374.0682908956,5.6827273366,151.4507634404,26.376683419738704,32.056997845090734,39.26488883902201,18.6515170836,9.7742758324,19.1307527118,16.0244342448,0.0,1.0176931992,3.1689872394,6.480837115,14.0203941066,9.7845584491,191.843,2.3196467945,17.6,4.9220725464,2.6229606642,11.0816334847,7.1246732023,14.7890758352,-9.546191248,4.2355775288,27.839278607,38.16,1428.347,2883.245,5.97,26.9,127.7691043638,20.611054608,19.3629467438
2015,JU,71.738,85.5500566454,2.4360292438,13.5953051381,22.1932588029,58.5826200898,19.2241211074,28.6486938582,7.195032245924355,91.65369416836307,2.911541817062114,0.0,1.4685090579400242,69.58619155960791,10.08946747181689,12.066989411020066,6.6940069861,48.7202107748,43.5199866478,1.0657955914,77.4871289298,3.7602068934,56595.13769296,3.7367420503,40.889,3.182,15.205,22.502,6334.0,1129.0,1213.0,3992.0,4.7221674044,2.2518133593,577.1193369231,12.87449870252418,59.01450813871196,2.55702,143.5780200173,5.017295626,114.4033153844,31.832153690596563,46.14560161779576,20.52780586450961,9.4963161299,33.244873966,30.8309901103,15.4629739309,0.0,0.0,0.0,0.0,10.9648458629,0.0,29.098,2.4145841168,56.0,3.9388842164,2.3409027194,9.5318194561,8.3964115503,37.5888262681,-1.5608816091,11.0232108311,37.9852847314,43.69,65.764,107.315,7.18,30.8,63.8831721688,8.7113416594,2.6500521553
2016,ZH,1446.354,870.8411856437,5.3373904279,25.8089651634,19.6025316071,63.5730256908,16.8244427021,99.3247158026,83.49295143007193,3.179295758381953,5.655546929069208,0.2968129488336962,6.550622160740945,27.73123128059488,31.115876753080457,25.013213697736347,21.8601960841,41.6542788559,30.3508112329,6.1347138271,83.1328,3.5418688967,96777.69718,2.89104,978.455,11.577,145.134,821.744,112434.0,3792.0,13389.0,95253.0,6.7041355615,0.7761293118,497.3616978292,44.5763236487,42.3673397118,3.1896,253.7181218635,4.4147466009,135.2485868493,17.1413176971,44.9404485129,37.918329663,15.3216,4.1839,21.392,30.6816,3.6228,3.1175,8.1599,0.24,6.8892,2.2369,645.184,2.2,28.6,5.8985505026,2.2173535774,11.7581023242,7.3268771945,18.3113142571,-7.5815517286,10.598843989,20.1589493844,44.27,2769.827,4812.869,6.3132171,22.5,69.4692109225,9.5493771474,5.4477677901
2016,BE,1009.418,172.8307507919,3.0226515153,15.0089457489,19.122306121,60.9435337987,19.9341600804,74.3763237826,85.10031549642821,10.402700925321414,3.111915014561831,0.0855039321105914,2.8799008677638285,16.30092627277776,53.87389894362805,16.901237606983972,6.9129442561,42.578783099,31.3323488942,19.1759237507,83.5971,2.5881352955,76028.75745,1.46681,620.851,34.24,132.774,453.837,78835.0,11563.0,11925.0,55347.0,4.3913746491,1.4692398536,511.3879120846,30.959621736,50.9760873877,4.27053,217.2008830722,4.8576403727,151.4669708104,19.4365734692,52.7840905204,27.7796096513,9.3306,1.8348,19.6774,33.1227,11.756,4.3075,5.9978,0.5208,8.5068,3.2853,453.782,2.18,40.0,5.2220645656,2.0440652728,9.6792210072,9.062520049,19.3141996583,-3.1678490606,10.6436080509,17.3740375397,44.74,2452.7,4963.424,5.3604711,23.6,58.7507403017,13.4667490944,3.3177499623
2016,LU,394.604,276.112907063,4.5004104764,17.5538007724,20.829236399,62.3675887725,16.8031748284,63.9633658047,89.80862617737041,1.5800148801713998,2.830937172952664,0.1772037009023805,2.8926806227444346,63.24968124944045,10.854807190642164,15.48247875253534,9.6338262081,53.4494535519,29.9320957891,6.9846244509,82.8166,2.0565786662,63859.53158,1.83882,239.154,14.084,56.574,168.496,30920.0,4913.0,4596.0,21411.0,7.5701487643,0.927891419,523.3419324758,25.6090322561,56.2332323971,2.1696,162.4549193935,3.9322801903,107.4730561626,21.9616513828,48.8096705209,29.228315633,18.4659,23.8516,13.5591,28.515,1.3672,0.631,5.7691,0.0,7.0727,0.0873,167.237,2.32,34.5,5.2742011305,1.6943689622,10.5815252633,7.3889774292,31.7187070781,-3.9628974627,7.7652137918,16.2226024652,45.09,1089.328,1919.902,6.21233062,24.4,57.6637829225,5.5002062257,2.0596952983
2016,UR,36.008,34.0543045481,1.6543391113,11.5085536547,20.6398578094,60.1866251944,19.1735169962,88.147078427,92.95357371309296,0.8921657745008922,2.289331044002289,0.0,1.8112648554018111,79.8000201999798,5.595394404605596,8.605191394808605,1.855430642,24.1763448853,20.0984855524,53.8697389204,80.0424,1.0773143504,51198.5804,-0.03641,18.147,1.639,5.294,11.214,2770.0,628.0,415.0,1727.0,6.3850550676,1.249932363,530.266276314,9.4775692237,67.5689168585,1.17663,91.6081392444,2.119057577,101.4917050049,33.9312465505,49.7279823386,16.3407711109,0.0,26.8469,0.0,44.0845,0.0,0.0,0.0,0.0,26.2828,0.0,14.819,2.38,46.1,4.6749126932,1.140901312,9.0159030512,8.9045956061,23.5767326733,-5.5186435755,13.692963328,11.1751993355,44.19,134.459,244.489,5.93766865,21.9,28.7466889725,1.9796458943,3.7083507598
2016,SZ,152.759,179.4167390947,4.1089075172,19.9399053411,20.2560896576,63.3029805118,16.4409298306,81.8387132673,90.15954497203606,1.911529381941474,3.137823407322908,0.372324413391004,4.74832454013974,62.7675586608996,11.875564427967108,14.15387296607887,6.0603724547,40.5438146317,33.7367708115,19.6590421021,82.5459,1.6605919143,57852.43217,1.64214,78.117,4.502,20.688,52.927,14455.0,1730.0,2416.0,10309.0,9.7162408518,0.8858479406,623.9134455336,19.5087608275,65.037927474,1.50731,138.7661593847,1.7270321078,90.451531084,22.5726904674,49.6899153478,27.7364740523,20.6033,19.4539,13.0872,42.6342,0.0,0.0,2.815,0.0,1.4064,0.0,64.296,2.34,42.7,5.0303299305,1.8345909158,10.1592937811,7.0227351186,31.4695340502,-3.5009564739,11.3816599159,14.8446083789,47.59,317.623,592.931,5.02047069,21.8,30.7339691934,5.0199476869,1.9749531031
2016,OW,36.834,76.6321308201,3.5099058592,14.1852636151,20.8964543628,62.0432209372,17.0603247,27.7786827388,92.5347508832172,1.1225938521477865,1.588140126126721,0.0,1.7433222174530325,74.20675537359263,7.752501073067652,10.730676527883247,3.8296918311,36.857981412,40.6958258601,18.6165008968,82.1997,0.9074598958,63839.41603,-0.29058,21.53,1.78,7.196,12.554,3662.0,691.0,558.0,2413.0,6.3823376339,0.5389919394,587.668118443,15.0797830388,65.6318092539,1.1039,108.5864755545,2.136576547,75.9306434382,23.9311601225,50.5639753479,25.5048645296,0.0,0.0,0.0,34.529,0.0,0.0,0.0,0.0,0.0,0.0,15.22,2.38,50.3,4.7994982343,1.4180335692,10.7716011508,6.9538184644,34.2142857143,-4.3278133432,31.232411166,11.8589712557,45.93,340.596,625.238,5.11751744,23.4,42.156298792,3.8074889747,0.6026241543
2016,NW,42.08,174.3598243142,2.5741029641,13.586026616,18.6763307985,62.7542775665,18.569391635,50.5703422053,92.66546397564552,2.4354493178486867,3.1796143871913407,0.0,4.030894125606044,68.70278498139587,11.745969105874394,13.411884090652835,5.370732768,37.0261651084,33.311589476,24.2915126477,84.3723,1.0952569842,67822.74022,3.10767,23.243,1.35,6.8,15.093,4019.0,488.0,578.0,2953.0,6.398013751,1.4028725486,613.660236822,13.4702460722,73.2164370888,0.93344,123.56827147,1.8382352941,84.4155844156,19.4338577804,53.1287664093,27.4373758103,0.0,0.0,0.0,82.8175,0.0,0.0,0.0,0.0,0.0,0.0,18.154,2.28,41.9,4.7399009146,1.953125,8.9796112805,7.1455792683,27.7586206897,-3.4486016629,17.1459262383,13.1798249453,47.81,123.798,202.916,5.29608295,23.0,34.4490068755,3.0557677617,0.9310542399
2016,GL,39.794,58.4552558905,3.0719021964,22.6064230789,19.4476554254,61.7480022114,18.8043423632,75.4711765593,87.8374279648165,0.4913557779799818,5.878070973612375,0.0,2.314225053078556,34.55262359720959,34.72550803760995,15.862905671822867,2.9105816787,30.0424551012,30.8288227828,36.2181404374,82.4917,2.1758124896,65297.47075,1.21341,21.549,1.07,8.276,12.203,3249.0,397.0,609.0,2243.0,3.5864925618,2.1187609155,570.1007753896,14.8998482396,63.1808054683,2.07107,153.2894406192,3.5376393049,117.7986007628,26.0937389208,51.5776785081,22.335673261,0.0,0.0,45.0033,0.0,51.4663,0.0,0.0,0.0,0.0,0.0,17.203,2.26,50.0,4.7866779196,1.7635129177,9.5229697558,9.3718115057,17.1462125661,-3.9298049099,24.7970943531,18.0523746702,48.79,62.04,128.898,6.14365755,18.7,38.2390826661,8.4610916071,3.4602076125
2016,ZG,120.089,579.6360652573,6.1747933336,26.3496240288,20.3340855532,63.4737569636,16.1921574832,100.0,83.93791366246163,3.241991902668856,4.238351163099014,0.2029431861060403,9.036580764249363,52.94063656852647,14.30494508296195,20.080157459436855,13.849440744,43.4250764526,27.3511792552,15.3743035482,82.2904,2.3320258415,155547.88469,3.65381,105.415,1.844,21.833,81.738,17212.0,598.0,1620.0,14994.0,6.2903198496,0.4639625975,633.2481078244,30.6785067824,51.0289927345,1.70592,204.0459394858,4.2929209181,97.5973179363,15.8507124768,45.474809481,38.673311004,17.6401,26.4429,13.7528,30.4596,0.0,0.0,3.5805,0.0,7.1575,0.0,51.295,2.3,33.0,5.2307446884,1.7211920724,10.7805396147,6.2298756963,27.4971075974,-6.0204914317,14.1161282552,18.3550259067,46.63,156.988,336.742,5.03608247,29.0,54.0815117086,4.5970978174,3.4203085051
2016,FR,303.377,190.3745026921,8.9352335606,21.401754253,23.0686571494,62.1747858275,14.7565570231,74.0128618847,28.662219436361298,68.65615880514241,2.264849584265605,0.0,3.001257788533784,62.45148381686931,12.856840418598669,14.931153720023744,8.374566972,56.2532533191,26.9491495001,8.4230302088,80.9768,3.004315718,58038.05412,2.904,144.305,8.792,36.484,99.029,20736.0,3017.0,3391.0,14328.0,7.8421622058,0.9620474086,578.7206590911,18.3652812767,70.9930990174,2.56466,130.874950139,3.1237472028,104.098487343,29.0876104411,43.5520111707,27.3613617256,14.1814,22.673,24.1981,25.9348,1.2854,2.4898,3.1944,0.0,5.2855,0.7576,122.194,2.44,44.6,4.6256316566,2.0831981418,11.2113331303,6.6855352505,34.6449874928,-4.3107045091,5.2990721846,25.6840151856,43.91,289.205,469.806,5.9759907,27.5,55.2580118405,9.606144707,6.0009004711
2016,SO,263.719,333.6399175133,3.3041632065,20.8441560904,19.3380075004,61.8923930396,18.76959946,86.1428262658,89.60777999029315,2.4357828751309745,5.030776139306822,0.1605711616008128,2.692061706499504,35.52750348130979,23.759542417548523,27.310251606845597,13.856801245,42.310563407,42.7420069082,1.0906284398,82.7297,2.677336535,64472.7567,0.93715,136.464,4.413,39.484,92.567,17980.0,1578.0,3108.0,13294.0,5.5998194594,2.3337473358,575.1136985201,22.371555584,64.3964382873,3.59628,168.7747710163,2.9904268294,95.5641320854,21.8483990783,52.9166973558,25.2354296657,21.2244,14.7994,20.0285,28.8292,3.4206,1.2026,3.4502,0.0,5.5553,0.5052,115.937,2.24,49.6,4.7833405693,2.026064636,9.2086922743,8.8849789396,24.3896900193,-5.7817474853,11.1950014977,22.4401386429,48.86,199.264,379.806,6.42145831,23.6,62.4280419374,7.4396508528,2.7425345303
2016,BS,190.58,5157.7807848444,3.0440659638,34.7916885298,16.6376324903,62.9688319866,20.3935355231,100.0,79.2701222713975,4.859600430075263,5.689120596104318,0.2356662415922786,8.415847773360339,18.91768559497912,17.089240617107997,45.457330032755735,71.0654407788,12.0335316387,12.4121146566,4.4889129259,77.9477,3.8494016327,165604.90525,0.4312,190.055,0.108,35.942,154.005,17051.0,21.0,1561.0,15469.0,0.9559775002,0.3374841074,354.0180104048,49.9456852392,19.8015787458,5.93445,424.6295645054,11.6237545092,156.6429872976,22.2225343211,38.3469681542,39.4311997472,21.3624,6.447,33.3103,17.6484,1.1003,2.3182,4.8028,0.0,11.1801,0.459,96.405,1.92,15.3,5.1590487346,2.1320558546,10.5076135451,11.2551491781,1.3107170393,-5.6722689076,21.9872192284,34.9483333333,41.98,615.868,1162.938,6.37275968,22.4,113.4761137666,17.1811867853,5.3767132332
2016,BL,281.301,543.3983039388,2.5134473258,21.3020927761,19.2939235907,59.727480528,20.9785958813,97.4845450247,88.02273615524477,3.319512651022108,5.08929633468708,0.0943091641319308,4.659807303437612,28.56165780217166,33.20532209553264,25.365766623052217,17.4315293391,40.506818094,41.3315563797,0.7300961873,79.6979,2.769363475,67195.23571,0.96852,143.939,3.308,38.978,101.653,19097.0,1004.0,3127.0,14966.0,3.8649804777,0.3891509434,515.3163757464,37.6901747461,46.9449838458,2.71733,235.0088528297,4.0501648628,92.7344108865,18.6002948489,52.9652749734,28.4339436284,15.7953,9.0945,22.1689,29.7852,2.8278,2.1876,2.7408,0.0,14.1943,0.4474,123.657,2.24,45.4,4.7432213545,1.9358629323,9.0506949641,8.4506488891,17.4235523748,-5.6727698052,14.2015229707,22.775037037,47.13,153.641,309.473,5.91752071,29.4,55.6097841066,2.7166111621,0.9079294901
2016,SH,79.417,266.3748574495,4.0088532663,25.0261279071,18.9493433396,60.8232494302,20.2274072302,89.8686679174,87.6004333303241,1.6144563810899464,4.095573410369836,0.0,3.925551442929794,23.12148295266468,37.07833047455689,22.479010562426648,11.4030090809,43.8896893744,43.3569011158,1.3504004289,81.8096,3.3627279711,86464.18632,1.22399,45.438,1.88,13.7,29.858,6511.0,608.0,985.0,4918.0,6.5877156239,1.3600039708,555.767107117,32.8917158846,50.4458489702,2.44596,190.1284311257,3.6809971694,116.4972138659,20.651814751,51.7956209457,27.550825203,12.9019,0.0,28.8134,45.2923,0.0,0.0,0.0,0.0,3.4235,5.1271,35.754,2.18,43.4,4.8672566372,2.1365360303,9.1656131479,9.7597977244,14.5069000337,-3.8884812913,4.7158515717,26.7031217839,49.98,78.226,140.353,6.39252642,27.2,49.0588071031,8.8090070193,7.9204904611
2016,AR,54.064,222.6321858014,1.9748382594,15.3540248594,20.4590855283,60.9407369044,18.6001775673,76.6443474401,92.1533253151588,1.498953182769834,2.1738162056216312,0.0,2.9578154928950067,31.33324424250523,38.03732905697358,18.283665196668004,9.1840935287,54.7917009715,34.5010703112,1.5231351885,81.827,1.9331863196,56294.09424,3.39428,25.943,1.664,7.663,16.616,5078.0,751.0,845.0,3482.0,6.4815332179,1.9591050209,564.56389339,19.8218867671,64.2025731356,2.0851,159.0795582768,9.2612139092,94.2057328044,20.4061286599,52.2930003148,27.3008710253,33.5817,0.0,28.5521,36.0937,0.0,0.0,0.0,0.0,0.0,0.0,22.861,2.32,49.5,5.4568233493,1.8375017401,9.967054893,8.8719780985,21.912568306,-2.8390016056,18.5886362478,16.1915967524,49.31,63.431,127.259,5.48697068,33.9,38.6656981617,6.0159058315,0.9312547727
2016,AI,15.854,91.917903525,1.0581336053,10.6282326227,22.4549009714,59.4739497919,18.0711492368,0.0,93.20320938126832,1.5661163400709766,0.0,0.0,0.0,76.40796173430027,11.471995062490356,6.395617960191329,4.716050815,53.7212135275,31.9508092117,9.6119264458,84.3122,1.0801983309,59386.75816,2.25871,8.476,1.094,2.715,4.667,1849.0,510.0,298.0,1041.0,3.5492457853,0.8304771948,567.3089111421,6.2570560007,64.7871659134,0.79224,119.8511322778,2.788693117,37.8374952465,23.4111845166,54.80599237,21.7921280357,0.0,76.3081,18.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.183,2.52,52.2,5.1846231664,1.7071320182,10.4957005564,8.2827516439,39.5547945205,-2.7296587927,5.2689147146,14.9016632017,45.64,95.443,168.058,6.12903226,23.8,24.5912029408,1.3943465585,0.2535175561
