Referenz-ID,HRM 2,in 1000 CHF,Rechnung 2018,Budget 2019,Rechnung 2019,Budget 2020,Kanton,Compte,Compte.1
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,115.4,453.4,HRM2_KT_BE,,
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,50378.2,107546.7,66974.8,59287.2,HRM2_KT_BE,,
HRM2_IR0064,64,Rückzahlung von Darlehen,21145.7,30500.0,27746.4,26000.0,HRM2_KT_BE,,
HRM2_IR0065,65,Übertragung von Beteiligungen,500.0,0.0,500.0,0.0,HRM2_KT_BE,,
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,8462.0,16705.4,0.0,HRM2_KT_BE,,
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,26550.7,18850.0,18798.4,19850.0,HRM2_KT_BE,,
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_IR0680,680 + 682 + 689,"a.o. Investitionseinnahmen für Sachanlagen, immaterielle Anlagen und übrige Anlagen",0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_IR0683,683 bis 686,a.o. Investitionsbeiträge für eigene Rechnung; Rückzahlungen von Darlehen; Übertragung von Beteiligungen; Rückzahlung von eigenen Beiträgen,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_IR0006,6,Investitionseinnahmen gesamt,122227.09999999999,174864.7,145862.19999999998,115720.0,HRM2_KT_BE,,
HRM2_IRNI,HRM2-Tabelle 18.19,Nettoinvestition,386142.6,435999.2,374472.2,446356.80000000005,HRM2_KT_BE,,
HRM2_IRNIDB,Nettoinv. II,Nettoinvestition ohne Darlehen und Beteiligungen,398419.0,440499.2,375533.80000000005,448456.80000000005,HRM2_KT_BE,,
HRM2_BI0010,10,Finanzvermögen,5398078.2,5318383.0,5425420.399999999,5235848.0,HRM2_KT_BE,,
HRM2_BIUV,10 kf. FV,Umlaufvermögen (kurzfristiges Finanzvermögen),5255058.2,5251119.4,5281323.3,5248184.5,HRM2_KT_BE,,
HRM2_BI0100,100+101,"Flüssige Mittel, Forderungen",3556918.0,3552979.2,3539001.0,3550044.3,HRM2_KT_BE,,
HRM2_BI0102,102,Kurzfr. Finanzanlagen,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI0104,104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),1679858.5,1679858.5,1725168.8,1679858.5,HRM2_KT_BE,,
HRM2_BI0106,106,Vorräte und angefangene Arbeiten,18281.7,18281.7,17153.5,18281.7,HRM2_KT_BE,,
HRM2_BIAVFV,10 lf. FV,Anlagevermögen FV (langfristiges Finanzvermögen),143020.0,67263.6,144097.1,-12336.5,HRM2_KT_BE,,
HRM2_BI0107,107,Langfristige Finanzanlagen FV,9617.5,9617.5,4654.1,9617.5,HRM2_KT_BE,,
HRM2_BI0108,108,Sachanlagen FV,133402.5,133402.5,139443.0,133402.5,HRM2_KT_BE,,
HRM2_BI0109,109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,0.0,-75756.4,0.0,-155356.5,HRM2_KT_BE,,
HRM2_BI0014,14,Verwaltungsvermögen,8081881.499999999,8070021.799999999,7391008.6,8112631.199999999,HRM2_KT_BE,,
HRM2_BI0140,140+142,"Sachanlagen, Immaterielle Anlagen",5146636.1,5194844.6,4470292.8,5253843.5,HRM2_KT_BE,,
HRM2_BI0144,144,Darlehen,579526.1,575026.1,584989.2,572926.1,HRM2_KT_BE,,
HRM2_BI0145,145,Beteiligungen / Grundkapitalien,599144.3,599144.3,600422.2,599144.3,HRM2_KT_BE,,
HRM2_BI0146,146,Investitionsbeiträge,1756575.0,1701006.8,1735304.4,1686717.3,HRM2_KT_BE,,
HRM2_BI1480,1480+1482,"Kum. zusätzliche Abschreibungen Sachanlagen, Immaterielle Anlagen (negative Vorzeichen)",0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI1484,1484,Kum. zusätzliche Abschreibungen Darlehen,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI1485,1485,Kum. zusätzliche Abschreibungen Beteiligungen,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI1486,1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI1489,1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI0001,1,Aktiven,13479959.7,13388404.799999999,12816429.0,13348479.2,HRM2_KT_BE,,
HRM2_BI0020,20,Fremdkapital,12494455.099999998,12310795.299999999,11742763.899999999,12052566.399999999,HRM2_KT_BE,,
HRM2_BIKFK,20 kf. FK,Kurzfristiges Fremdkapital,4381569.6,4381569.6,4400074.8,4381569.6,HRM2_KT_BE,,
HRM2_BI0200,200,Laufende Verbindlichkeiten,1145798.2,1145798.2,1080917.4,1145798.2,HRM2_KT_BE,,
HRM2_BI0201,201,Kurzfristige Finanzverbindlichkeiten,842377.4,842377.4,836460.0,842377.4,HRM2_KT_BE,,
HRM2_BI2016,davon 2016,derivative Finanzinstrumente,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI0204,204,Passive Rechnungsabgrenzungen (Transit. Passiven),2017557.7,2017557.7,2023519.8,2017557.7,HRM2_KT_BE,,
HRM2_BI0205,205,Kurzfristige Rückstellungen,375836.3,375836.3,459177.6,375836.3,HRM2_KT_BE,,
HRM2_BILFK,20 lf. FK,Langfristiges Fremdkapital,8112885.499999999,7929225.699999999,7342689.1,7670996.8,HRM2_KT_BE,,
HRM2_BI0206,206,Langfristige Finanzverbindlichkeiten,6416807.3,6312842.7,5646250.2,6137148.7,HRM2_KT_BE,,
HRM2_BI2066,davon 2066,Langfristige derivative Finanzinstrumente,0.0,0.0,0.0,0.0,HRM2_KT_BE,,
HRM2_BI2068,davon 2068,passivierte Investitionsbeiträge,990353.3,990460.8,231575.2,990520.1,HRM2_KT_BE,,
HRM2_BI0208,208,Langfristige Rückstellungen,1490489.9,1490489.9,1489010.4,1490489.9,HRM2_KT_BE,,
HRM2_BI0209,209,Verbindlichkeiten gegenüber Spezialfinanzierungen und Fonds im FK,205588.3,125893.1,207428.5,43358.2,HRM2_KT_BE,,
HRM2_BI0029,29,Eigenkapital,985504.8,1077609.7,1073665.0,1295913.2,HRM2_KT_BE,,
HRM2_BI0299,davon 299,Bilanzüberschuss (- Bilanzfehlbetrag),-401630.3,-268569.3,-256341.8,-50265.9,HRM2_KT_BE,,
HRM2_BI0002,2,Passiven,13479959.899999999,13388404.999999998,12816428.899999999,13348479.599999998,HRM2_KT_BE,,
HRM2_KZ18_23,HRM2-Tabelle 18.23,Selbstfinanzierung,688267.8999999986,313025.8999999985,608067.300000001,459939.3000000015,HRM2_KT_BE,,
HRM2_KZ18_8,HRM2-Tabelle 18.8,Selbstfinanzierungsanteil,0.06304666310042048,0.02970963597014166,0.056523810645927416,0.0416657486913599,HRM2_KT_BE,,
HRM2_KZ18_2_1,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad inkl. Darlehen und Beteiligungen der Investitionsrechnung,1.7824189820030183,0.7179506292672062,1.6237982418988672,1.030429692120746,HRM2_KT_BE,,
HRM2_KZ18_2_2,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad ohne Darlehen und Beteiligungen der Investitionsrechnung,1.7274976845983716,0.7106162735369292,1.6192079115115627,1.0256044729392026,HRM2_KT_BE,,
HRM2_KZFEI,Nettoinvestition - Selbstfinanzierung,Finanzierungsergebnis inkl. Darlehen und Beteiligungen der Investitionsrechnung,302125.29999999865,-122973.3000000015,233595.10000000097,13582.500000001455,HRM2_KT_BE,,
HRM2_KZFEO,Nettoinvestition ohne Darl./Bet. - Selbstfin.,Finanzierungsergebnis ohne Darlehen und Beteiligungen der Investitionsrechnung,289848.8999999986,-127473.3000000015,232533.50000000093,11482.500000001455,HRM2_KT_BE,,
HRM2_KZ18_10,HRM2-Tabelle 18.10,Bruttoschulden,7414629.600000001,7310557.500000001,7332052.399999999,7134804.200000001,HRM2_KT_BE,,
HRM2_KZ18_4,HRM2-Tabelle 18.4,Bruttoverschuldungsanteil,0.6791943288443445,0.6938531350402314,0.681561961157288,0.6463395468907706,HRM2_KT_BE,,
HRM2_KZ18_20,HRM2-Tabelle 18.20,Nettoschulden I,6106023.599999997,6001951.499999998,6085768.3,5826198.299999999,HRM2_KT_BE,,
HRM2_KZ18_21,HRM2-Tabelle 18.21,Nettoschulden II,4927353.0,4827780.899999999,4900356.999999999,4654127.5,HRM2_KT_BE,,
HRM2_KZ18_7_1,HRM2-Tabelle 18.7,Nettoschuld I in Fr. je Einwohner,5899.67081394079,5782.7778990503,5858.221037513499,5595.091295260021,HRM2_KT_BE,,
HRM2_KZ18_7_2,HRM2-Tabelle 18.7,Nettoschuld II in Fr. je Einwohner,4760.833332528163,4651.484552978673,4717.132341158393,4469.512866096626,HRM2_KT_BE,,
HRM2_KZ18_1,HRM2-Tabelle 18.1,Nettoverschuldungsquotient,1.1248593885143563,1.0975147544880612,1.1197361038835254,1.009024504294183,HRM2_KT_BE,,
HRM2_KZSG29,SG 29,Eigenkapital,985504.8,1077609.7,1073665.0,1295913.2,HRM2_KT_BE,,
HRM2_KZSG299,SG 299  in % Laufender Aufwand,Eigenkapitaldeckungsgrad,-0.03659992350318244,-0.02462613329839678,-0.023793709007562586,-0.0044721689139762015,HRM2_KT_BE,,
HRM2_KZ18_6,HRM2-Tabelle 18.6,Kapitaldienstanteil,0.047501138932508194,0.04398227394531879,0.04072055420296096,0.03774723822901402,HRM2_KT_BE,,
HRM2_KZSG44,SG 44 - SG 34,Ergebnis aus Finanzierung,236807.99999999997,30995.59999999999,193453.39999999997,196942.90000000002,HRM2_KT_BE,,
HRM2_KZSG10,Ertrag FV in % SG 10,Bruttorendite des Finanzvermögens,0.016744940819864374,0.004717994172288833,0.0054564803862941205,0.0049414536098068545,HRM2_KT_BE,,
HRM2_KZ18_22,HRM2-Tabelle 18.22,Nettozinsaufwand,75707.70000000001,67277.2,63112.40000000001,53388.0,HRM2_KT_BE,,
HRM2_KZ18_3,HRM2-Tabelle 18.3,Zinsbelastungsanteil,0.006934970897244683,0.006385353803280891,0.005866708088085026,0.004836401218887613,HRM2_KT_BE,,
HRM2_KZ18_9,HRM2-Tabelle 18.9,Bruttoinvestitionen,481819.0,592013.9,501536.0,542226.8,HRM2_KT_BE,,
HRM2_KZ18_13,HRM2-Tabelle 18.13,Investitionseinnahmen,95676.4,156014.7,127063.79999999999,95870.0,HRM2_KT_BE,,
HRM2_KZ18_5,HRM2-Tabelle 18.5,Investitionsanteil,0.04597717360564284,0.05561673670484472,0.047917943769735294,0.049187018324188765,HRM2_KT_BE,,
HRM2_KZ18_24,HRM2-Tabelle 18.24,Ständige Wohnbevölkerung am Jahresende ,1034977.0,1037901.09265405,1038842.3825303599,1041305.3143450518,HRM2_KT_BE,,
HRM2_KZ18_18,HRM2-Tabelle 18.18,Laufender Ertrag,10916801.4,10536174.2,10757719.5,11038786.4,HRM2_KT_BE,,
HRM2_KZ18_16,HRM2-Tabelle 18.16,Laufender Aufwand,10973528.4,10905865.6,10773511.6,11239714.1,HRM2_KT_BE,,
HRM2_KZGA,,Gesamtaufwand,11455347.4,11497879.5,11275047.6,11781940.9,HRM2_KT_BE,,
HRM2_KZ18_14,HRM2-Tabelle 18.14,Kapitaldienst,518560.5,463404.9,438060.30000000005,416683.7,HRM2_KT_BE,,
HRM2_KZ18_17,HRM2-Tabelle 18.17,Laufende Einnahmen,10698426.899999999,10361367.200000001,10579986.899999999,10940719.4,HRM2_KT_BE,,
HRM2_KZ18_12,HRM2-Tabelle 18.12,Gesamteinnahmen,10794103.299999999,10517381.9,10707050.7,11036589.4,HRM2_KT_BE,,
HRM2_KZ18_15,HRM2-Tabelle 18.15,Laufende Ausgaben,9997707.3,10052513.9,9965023.3,10481551.8,HRM2_KT_BE,,
HRM2_KZ18_11,HRM2-Tabelle 18.11,Gesamtausgaben,10479526.3,10644527.8,10466559.3,11023778.600000001,HRM2_KT_BE,,
HRM2_KZEFRLZ,,Ergebnis Finanzrechnung Laufende Zahlungen,700719.5999999978,308853.30000000075,614963.5999999978,459167.5999999996,HRM2_KT_BE,,
HRM2_KZEFRG,,Ergebnis Finanzrechnung Gesamt,314576.99999999814,-127145.90000000037,240491.3999999985,12810.799999998882,HRM2_KT_BE,,
HRM2_ER0030,30,Personalaufwand,588532.0,625980.25,604113.15,637323.8171,HRM2_KT_BL,,
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,263307.1,248424.13,255189.98,266153.9169,HRM2_KT_BL,,
HRM2_ER0314,davon 314,baulicher und betrieblicher Unterhalt,29693.0,37187.2,33247.04,38470.2,HRM2_KT_BL,,
HRM2_ER0318,davon 3180,Wertberichtigungen auf Forderungen,4192.8,19.5,610.28622,29.203,HRM2_KT_BL,,
HRM2_neu_ER0033,33,Abschreibungen VV,71008.496,80301.9,86964.17,93735.653,HRM2_KT_BL,,
HRM2_ER0330,330,Abschreibungen Sachanlagen VV,71008.5,80301.9,86964.17,93735.653,HRM2_KT_BL,,
HRM2_ER0332,332,Abschreibungen Immaterielle Anlagen VV,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0339,339,Abtragung Bilanzfehlbetrag,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,14205.994,0.0,390.78,4533.0,HRM2_KT_BL,,
HRM2_ER0350,350,Einlagen in Fonds und Spezialfinanzierungen im FK,14206.0,0.0,390.78,4533.0,HRM2_KT_BL,,
HRM2_ER0351,351,Einlagen in Fonds und Spezialfinanzierungen im EK,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0036,36,Transferaufwand,1657657.9,1632915.4,1703061.33,1645402.862,HRM2_KT_BL,,
HRM2_ER3634,davon 3634,Beiträge an öffentliche Unternehmungen,0.0,0.0,89926.55692,96268.21,HRM2_KT_BL,,
HRM2_ER3635,davon 3635,Beiträge an private Unternehmungen,17778.3,0.0,110890.5063,116961.1666,HRM2_KT_BL,,
HRM2_neu_ER0364,364,Wertberichtigungen Darlehen VV,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_neu_ER0365,365,Wertberichtigungen Beteiligungen VV,17778.339,0.0,63400.0,0.0,HRM2_KT_BL,,
HRM2_neu_ER0366,366,Abschreibungen Investitionsbeiträge,12477.639,8271.652,6366.71,6032.222,HRM2_KT_BL,,
HRM2_ER0037,37,Durchlaufende Beiträge,96644.1,82254.4,91165.27,87720.916,HRM2_KT_BL,,
HRM2_ER3704,davon 3704,Durchlaufende Beiträge an öffentliche Unternehmungen,1038.1,775.0,1353.068,775.0,HRM2_KT_BL,,
HRM2_ER3705,davon 3705,Durchlaufende Beiträge an private Unternehmungen,47879.6,47449.3,49222.7388,47151.066,HRM2_KT_BL,,
HRM2_ER0039,39,Interne Verrechungen,24636.1,28580.6,32793.9,29066.5952,HRM2_KT_BL,,
HRM2_TOTBA,,Total Betrieblicher Aufwand (ohne SG 39),2691355.59,2669876.0799999996,2740884.68,2734870.165,HRM2_KT_BL,,
HRM2_neu_ER0040,40,Fiskalertrag,1865219.256,1860025.0,1939648.14,1844077.0,HRM2_KT_BL,,
HRM2_neu_ER0400,400,Direkte Steuern natürliche Personen,1401703.037,1446700.0,1461855.09,1460625.0,HRM2_KT_BL,,
HRM2_neu_ER0401,401,Direkte Steuern juristische Personen,196042.205,198345.0,207014.42,149835.0,HRM2_KT_BL,,
HRM2_ER0402,402 + 403,Übrige direkte Steuer; Besitz- und Aufwandsteuern,267474.0,214980.0,270778.62,233617.0,HRM2_KT_BL,,
HRM2_neu_ER4021,4021,Grundsteuern,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_neu_ER4022,4022,Vermögensgewinnsteuern,80236.566,45000.0,82263.4755,55000.0,HRM2_KT_BL,,
HRM2_neu_ER4023,4023,Vermögensverkehrssteuern,53101.351,35000.0,52468.4455,40000.0,HRM2_KT_BL,,
HRM2_ER0041,41,Regalien und Konzessionen,66122.8,44983.0,67882.34,44983.2,HRM2_KT_BL,,
HRM2_ER0042,42,Entgelte,129763.0,135266.1,126078.63,131380.619,HRM2_KT_BL,,
HRM2_neu_ER0043,43,Verschiedene Erträge,3629.195,2666.6,3812.57,3767.5,HRM2_KT_BL,,
HRM2_ER0430,430,Verschiedene Erträge,2764.9,2211.5,2900.01,2985.0,HRM2_KT_BL,,
HRM2_ER0431,431,Aktivierung Eigenleistung,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0432,432,Bestandesveränderungen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0439,439,Übriger Ertrag,864.2,455.1,912.56,782.5,HRM2_KT_BL,,
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,24482.875,25522.3,34233.47,25269.232,HRM2_KT_BL,,
HRM2_ER0450,450,Entnahmen aus Fonds und Spezialfinanzierungen im Fremdkapital,5626.9,3747.5,8660.46,1601.0,HRM2_KT_BL,,
HRM2_ER0451,451,Entnahmen aus Fonds und Spezialfinanzierungen im Eigenkapital,18855.9,21774.8,25573.01,23668.232,HRM2_KT_BL,,
HRM2_ER0046,46,Transferertrag,598135.7,560968.2,583731.6,587003.9071,HRM2_KT_BL,,
HRM2_ER0466,davon 466,Auflösung passivierter Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0047,47,Durchlaufende Beiträge,96644.1,82254.4,91165.27,87720.916,HRM2_KT_BL,,
HRM2_ER0049,49,Interne Verrechnungen,24636.1,28580.6,32793.9,29066.5952,HRM2_KT_BL,,
HRM2_TOTBE,,Total Betrieblicher Ertrag (ohne SG 49),2783996.9260000004,2711685.6,2846552.02,2724202.3741,HRM2_KT_BL,,
HRM2_ERGBT,,Ergebnis aus betrieblicher Tätigkeit,92641.33600000059,41809.520000000484,105667.33999999985,-10667.790899999905,HRM2_KT_BL,,
HRM2_neu_ER0034,34,Finanzaufwand,39492.167,37593.51,37437.06,37326.956,HRM2_KT_BL,,
HRM2_ER0340,340,Zinsaufwand,35493.6,32986.9,33042.1119,32025.25,HRM2_KT_BL,,
HRM2_neu_ER3401,3401,Verzinsung kurzfristige Finanzverbindlichkeiten,35492.8,32986.94178,33042.1119,32025.25,HRM2_KT_BL,,
HRM2_neu_ER3406,3406,Verzinsung langfristige Finanzverbindlichkeiten,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0341,341,Realisierte Kursverluste,30.9,10.0,258.61131,9.835,HRM2_KT_BL,,
HRM2_ER0342,342,Kapitalbeschaffungs- und Verwaltungskosten,857.9,976.9,849.98465,934.071,HRM2_KT_BL,,
HRM2_ER0343,343,Liegenschaftenaufwand FV,2006.6,2519.6,1994.54711,3257.8,HRM2_KT_BL,,
HRM2_ER0344,344,Wertberichtigungen Anlagen FV,28.0,0.0,4.2945,0.0,HRM2_KT_BL,,
HRM2_ER0349,349,Verschiedener Finanzaufwand,1074.9,1100.0,1287.50951,1100.0,HRM2_KT_BL,,
HRM2_neu_ER0044,44,Finanzertrag,113454.476,114176.87,188763.95,112138.236,HRM2_KT_BL,,
HRM2_ER0440,440,Zinsertrag,19444.3,18568.1,20004.13241,18566.18,HRM2_KT_BL,,
HRM2_ER0441,441,Realisierte Gewinne FV,1594.5,1000.0,3354.184,1000.0,HRM2_KT_BL,,
HRM2_ER0442,442,Beteiligungsertrag FV,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_neu_ER4420,4420,Dividenden auf Beteiligungen FV,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0443,443,Liegenschaftenertrag FV,12211.5,8614.6,10576.91072,8812.3,HRM2_KT_BL,,
HRM2_ER0444,444,Wertberichtigungen Anlagen FV,3493.6,50.0,66086.4259,50.0,HRM2_KT_BL,,
HRM2_ER0445,445,Finanzertrag aus Darlehen und Beteiligungen VV,4312.7,2873.5,3917.11152,1186.571,HRM2_KT_BL,,
HRM2_ER0446,446,Finanzertrag von öffentlichen Unternehmungen,57611.9,64995.0,65265.4461,64995.0,HRM2_KT_BL,,
HRM2_ER0447,447,Liegenschaftenertrag VV,14653.9,18075.7,19059.66249,17528.185,HRM2_KT_BL,,
HRM2_ER0448,448,Erträge von gemieteten Liegenschaften,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0449,449,übriger Finanzertrag,131.9,0.0,500.07843,0.0,HRM2_KT_BL,,
HRM2_ER4490,davon 4490,Aufwertungen Verwaltungsvermögen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ERGFI,,Ergebnis aus Finanzierung,73962.309,76583.35999999999,151326.89,74811.28,HRM2_KT_BL,,
HRM2_ERGOP,,Operatives Ergebnis,166603.6450000006,118392.88000000047,256994.22999999986,64143.48910000009,HRM2_KT_BL,,
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,111096.0,55548.0,166644.0,27048.0,HRM2_KT_BL,,
HRM2_ER0380,380,a.o. Personalaufwand,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0381,381,a.o. Sach- und Betriebsaufwand,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0383,383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_neu_ER0384,384,a.o. Finanzaufwand ,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER3840,3840,a.o. Finanzaufwand (Geldwirksam),0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER3841,3841,a.o. Finanzaufwand (Wertberichtigungen),0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0386,386,a.o.Transferaufwand (Geldwirksam),0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0387,387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0389,389,Einlagen in das Eigenkapital,111096.0,55548.0,166644.0,27048.0,HRM2_KT_BL,,
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER4800,4800 + 4801,a.o. Direkte Steuern natürliche und juristische Personen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER4803,4802 + 4803,a.o. übrige direkte Steuern; a.o. Besitz- und Aufwandsteuern,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0481,481,"a.o. Regalien, Konzessionen",0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0482,482,a.o. Entgelte,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0483,483,a.o. verschiedene Erträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0484,484,a.o. Finanzerträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0485,485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0486,486,a.o. Transfererträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0487,487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER0489,489,Entnahmen aus dem Eigenkapital,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ER4895,davon 4895,Entnahmen aus Aufwertungsreserven,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_ERGAO,,Ausserordentliches Ergebnis,-111096.0,-55548.0,-166644.0,-27048.0,HRM2_KT_BL,,
HRM2_ERGER,,Gesamtergebnis Erfolgsrechung,55507.6450000006,62844.88000000047,90350.22999999986,37095.48910000009,HRM2_KT_BL,,
HRM2_ER0003,3,Aufwand,2866579.857,2791598.1899999995,2977759.64,2828311.7161999997,HRM2_KT_BL,,
HRM2_ER0004,4,Ertrag,2922087.5020000003,2854443.0700000003,3068109.87,2865407.2053,HRM2_KT_BL,,
HRM2_IR0050,50,Sachanlagen,210171.3,175851.9,145793.51994,209444.1,HRM2_KT_BL,,
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,20000.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0052,52,Immaterielle Anlagen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0054,54,Darlehen,27453.9,7700.0,11850.61088,0.0,HRM2_KT_BL,,
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,50.0,152883.5,152883.5,0.0,HRM2_KT_BL,,
HRM2_IR0056,56,Eigene Investitionsbeiträge,9918.5,17094.0,9359.22563,17150.0,HRM2_KT_BL,,
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0580,580,a.o. Investitionen für Sachanlagen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0582,582,a.o. Investitionen für immaterielle Anlagen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0584,584,a.o. Investitionen für Darlehen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0585,585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0586,586,a.o. eigene Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0589,589,Übrige a.o. Investitionen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0005,5,Investitionsausgaben gesamt,247593.69999999998,373529.4,319886.85644999996,226594.1,HRM2_KT_BL,,
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0.0,0.0,44.68,0.0,HRM2_KT_BL,,
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,0.0,20000.0,0.0,185.0,HRM2_KT_BL,,
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,28028.1,17030.0,20456.93228,17990.0,HRM2_KT_BL,,
HRM2_IR0064,64,Rückzahlung von Darlehen,0.0,157985.5,152932.43,5102.0,HRM2_KT_BL,,
HRM2_IR0065,65,Übertragung von Beteiligungen,3810.0,0.0,4712.5,0.0,HRM2_KT_BL,,
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,100.0,0.0,100.0,HRM2_KT_BL,,
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0680,680 + 682 + 689,"a.o. Investitionseinnahmen für Sachanlagen, immaterielle Anlagen und übrige Anlagen",0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0683,683 bis 686,a.o. Investitionsbeiträge für eigene Rechnung; Rückzahlungen von Darlehen; Übertragung von Beteiligungen; Rückzahlung von eigenen Beiträgen,0.0,0.0,0.0,0.0,HRM2_KT_BL,,
HRM2_IR0006,6,Investitionseinnahmen gesamt,31838.1,195115.5,178146.54228,23377.0,HRM2_KT_BL,,
